temperature_min;temperature_mean;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
[13, 15, 13, 13, 13, 17, 15, 14, 14];[15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25, 15.25];[17, 19, 19, 23, 24, 22, 22, 21, 17];[4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125, 4.875];['З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[11, 10, 9, 8, 6, 6, 9, 9, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[743, 747, 749, 750, 749, 746, 745, 743, 743];[0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775, 0.78125];[0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Москва;сазан;[0.41, 0.37, 0.34, 0.29, 0.35, 0.36, 0.36, 0.36, 0.39];[0.54, 0.48, 0.44, 0.41, 0.41, 0.45, 0.42, 0.44, 0.52]
[15, 13, 15, 13, 13, 13, 17, 15, 14];[17.125, 15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25];[19, 17, 19, 19, 23, 24, 22, 22, 21];[2.875, 4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ'];[17, 11, 10, 9, 8, 6, 6, 9, 9];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[736, 736, 743, 747, 749, 747, 745, 743, 740];[737, 743, 747, 749, 750, 749, 746, 745, 743];[0.86125, 0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Москва;подуст;[0.49, 0.56, 0.57, 0.6, 0.62, 0.59, 0.6, 0.58, 0.6];[0.78, 0.7, 0.7, 0.67, 0.68, 0.65, 0.66, 0.64, 0.63]
[13, 15, 13, 13, 13, 17, 15, 14, 14];[15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25, 15.25];[17, 19, 19, 23, 24, 22, 22, 21, 17];[4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125, 4.875];['З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[11, 10, 9, 8, 6, 6, 9, 9, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[743, 747, 749, 750, 749, 746, 745, 743, 743];[0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775, 0.78125];[0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Москва;подуст;[0.56, 0.57, 0.6, 0.62, 0.59, 0.6, 0.58, 0.6, 0.45];[0.7, 0.7, 0.67, 0.68, 0.65, 0.66, 0.64, 0.63, 0.65]
[15, 13, 15, 13, 13, 13, 17, 15, 14];[17.125, 15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25];[19, 17, 19, 19, 23, 24, 22, 22, 21];[2.875, 4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ'];[17, 11, 10, 9, 8, 6, 6, 9, 9];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[736, 736, 743, 747, 749, 747, 745, 743, 740];[737, 743, 747, 749, 750, 749, 746, 745, 743];[0.86125, 0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Москва;толстолобик;[0.54, 0.43, 0.37, 0.35, 0.35, 0.38, 0.35, 0.39, 0.41];[0.73, 0.63, 0.45, 0.39, 0.43, 0.44, 0.43, 0.42, 0.46]
[13, 15, 13, 13, 13, 17, 15, 14, 14];[15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25, 15.25];[17, 19, 19, 23, 24, 22, 22, 21, 17];[4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125, 4.875];['З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[11, 10, 9, 8, 6, 6, 9, 9, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[743, 747, 749, 750, 749, 746, 745, 743, 743];[0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775, 0.78125];[0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Москва;толстолобик;[0.43, 0.37, 0.35, 0.35, 0.38, 0.35, 0.39, 0.41, 0.41];[0.63, 0.45, 0.39, 0.43, 0.44, 0.43, 0.42, 0.46, 0.49]
[15, 13, 15, 13, 13, 13, 17, 15, 14];[17.125, 15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25];[19, 17, 19, 19, 23, 24, 22, 22, 21];[2.875, 4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ'];[17, 11, 10, 9, 8, 6, 6, 9, 9];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[736, 736, 743, 747, 749, 747, 745, 743, 740];[737, 743, 747, 749, 750, 749, 746, 745, 743];[0.86125, 0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Москва;вобла;[0.5, 0.52, 0.48, 0.52, 0.54, 0.54, 0.51, 0.56, 0.53];[0.73, 0.59, 0.59, 0.56, 0.58, 0.59, 0.64, 0.6, 0.61]
[13, 15, 13, 13, 13, 17, 15, 14, 14];[15, 16.875, 16.625, 18.125, 19.375, 19.375, 19, 18.25, 15.25];[17, 19, 19, 23, 24, 22, 22, 21, 17];[4.125, 4, 2.875, 2.625, 1.75, 1.625, 2.375, 2.125, 4.875];['З', 'З', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[11, 10, 9, 8, 6, 6, 9, 9, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['малооблачно', 'небольшой дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'дождь']""]";[736, 743, 747, 749, 747, 745, 743, 740, 739];[743, 747, 749, 750, 749, 746, 745, 743, 743];[0.89625, 0.79, 0.7825, 0.73, 0.65875, 0.705, 0.82375, 0.775, 0.78125];[0.625, 1.125, 1.125, 1.375, 1.875, 1.125, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Москва;вобла;[0.52, 0.48, 0.52, 0.54, 0.54, 0.51, 0.56, 0.53, 0.51];[0.59, 0.59, 0.56, 0.58, 0.59, 0.64, 0.6, 0.61, 0.65]
[15, 13, 14, 14, 13, 13, 17, 15, 14];[17.125, 14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625];[18, 17, 19, 20, 23, 24, 21, 22, 20];[4.625, 3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ'];[16, 13, 10, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[731, 733, 740, 744, 746, 743, 742, 740, 737];[734, 740, 744, 746, 747, 746, 743, 742, 740];[0.87, 0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Одинцово;щука;[0.61, 0.56, 0.53, 0.54, 0.56, 0.49, 0.52, 0.55, 0.56];[0.79, 0.65, 0.62, 0.61, 0.6, 0.59, 0.62, 0.64, 0.63]
[13, 14, 14, 13, 13, 17, 15, 14, 13];[14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625, 14.625];[17, 19, 20, 23, 24, 21, 22, 20, 17];[3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2, 4.25];['З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[13, 10, 9, 8, 6, 5, 9, 8, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']""]";[733, 740, 744, 746, 743, 742, 740, 737, 737];[740, 744, 746, 747, 746, 743, 742, 740, 740];[0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85, 0.8];[0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Одинцово;щука;[0.56, 0.53, 0.54, 0.56, 0.49, 0.52, 0.55, 0.56, 0.55];[0.65, 0.62, 0.61, 0.6, 0.59, 0.62, 0.64, 0.63, 0.65]
[15, 13, 14, 14, 13, 13, 17, 15, 14];[17.125, 14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625];[18, 17, 19, 20, 23, 24, 21, 22, 20];[4.625, 3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ'];[16, 13, 10, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[731, 733, 740, 744, 746, 743, 742, 740, 737];[734, 740, 744, 746, 747, 746, 743, 742, 740];[0.87, 0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Одинцово;судак;[0.67, 0.55, 0.51, 0.5, 0.51, 0.5, 0.51, 0.51, 0.52];[0.83, 0.65, 0.6, 0.6, 0.55, 0.57, 0.61, 0.57, 0.63]
[13, 14, 14, 13, 13, 17, 15, 14, 13];[14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625, 14.625];[17, 19, 20, 23, 24, 21, 22, 20, 17];[3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2, 4.25];['З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[13, 10, 9, 8, 6, 5, 9, 8, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']""]";[733, 740, 744, 746, 743, 742, 740, 737, 737];[740, 744, 746, 747, 746, 743, 742, 740, 740];[0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85, 0.8];[0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Одинцово;судак;[0.55, 0.51, 0.5, 0.51, 0.5, 0.51, 0.51, 0.52, 0.52];[0.65, 0.6, 0.6, 0.55, 0.57, 0.61, 0.57, 0.63, 0.65]
[15, 13, 14, 14, 13, 13, 17, 15, 14];[17.125, 14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625];[18, 17, 19, 20, 23, 24, 21, 22, 20];[4.625, 3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ'];[16, 13, 10, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[731, 733, 740, 744, 746, 743, 742, 740, 737];[734, 740, 744, 746, 747, 746, 743, 742, 740];[0.87, 0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Одинцово;окунь;[0.61, 0.59, 0.51, 0.56, 0.54, 0.53, 0.56, 0.52, 0.55];[0.8, 0.75, 0.7, 0.62, 0.6, 0.6, 0.65, 0.59, 0.63]
[13, 14, 14, 13, 13, 17, 15, 14, 13];[14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625, 14.625];[17, 19, 20, 23, 24, 21, 22, 20, 17];[3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2, 4.25];['З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[13, 10, 9, 8, 6, 5, 9, 8, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']""]";[733, 740, 744, 746, 743, 742, 740, 737, 737];[740, 744, 746, 747, 746, 743, 742, 740, 740];[0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85, 0.8];[0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Одинцово;окунь;[0.59, 0.51, 0.56, 0.54, 0.53, 0.56, 0.52, 0.55, 0.59];[0.75, 0.7, 0.62, 0.6, 0.6, 0.65, 0.59, 0.63, 0.67]
[15, 13, 14, 14, 13, 13, 17, 15, 14];[17.125, 14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625];[18, 17, 19, 20, 23, 24, 21, 22, 20];[4.625, 3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ'];[16, 13, 10, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[731, 733, 740, 744, 746, 743, 742, 740, 737];[734, 740, 744, 746, 747, 746, 743, 742, 740];[0.87, 0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Одинцово;берш;[0.57, 0.53, 0.48, 0.43, 0.47, 0.45, 0.48, 0.46, 0.48];[0.72, 0.6, 0.6, 0.54, 0.5, 0.51, 0.53, 0.57, 0.6]
[13, 14, 14, 13, 13, 17, 15, 14, 13];[14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625, 14.625];[17, 19, 20, 23, 24, 21, 22, 20, 17];[3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2, 4.25];['З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[13, 10, 9, 8, 6, 5, 9, 8, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']""]";[733, 740, 744, 746, 743, 742, 740, 737, 737];[740, 744, 746, 747, 746, 743, 742, 740, 740];[0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85, 0.8];[0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Одинцово;берш;[0.53, 0.48, 0.43, 0.47, 0.45, 0.48, 0.46, 0.48, 0.56];[0.6, 0.6, 0.54, 0.5, 0.51, 0.53, 0.57, 0.6, 0.68]
[15, 13, 14, 14, 13, 13, 17, 15, 14];[17.125, 14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625];[18, 17, 19, 20, 23, 24, 21, 22, 20];[4.625, 3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ'];[16, 13, 10, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[731, 733, 740, 744, 746, 743, 742, 740, 737];[734, 740, 744, 746, 747, 746, 743, 742, 740];[0.87, 0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Одинцово;речная форель;[0.64, 0.58, 0.52, 0.57, 0.49, 0.49, 0.51, 0.51, 0.52];[0.81, 0.7, 0.67, 0.61, 0.59, 0.56, 0.58, 0.62, 0.58]
[13, 14, 14, 13, 13, 17, 15, 14, 13];[14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625, 14.625];[17, 19, 20, 23, 24, 21, 22, 20, 17];[3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2, 4.25];['З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[13, 10, 9, 8, 6, 5, 9, 8, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']""]";[733, 740, 744, 746, 743, 742, 740, 737, 737];[740, 744, 746, 747, 746, 743, 742, 740, 740];[0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85, 0.8];[0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Одинцово;речная форель;[0.58, 0.52, 0.57, 0.49, 0.49, 0.51, 0.51, 0.52, 0.56];[0.7, 0.67, 0.61, 0.59, 0.56, 0.58, 0.62, 0.58, 0.66]
[15, 13, 14, 14, 13, 13, 17, 15, 14];[17.125, 14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625];[18, 17, 19, 20, 23, 24, 21, 22, 20];[4.625, 3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2];['ЮВ', 'З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ'];[16, 13, 10, 9, 8, 6, 5, 9, 8];"[""['пасмурно', 'дождь']"", ""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']""]";[731, 733, 740, 744, 746, 743, 742, 740, 737];[734, 740, 744, 746, 747, 746, 743, 742, 740];[0.87, 0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85];[1.125, 0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375];[0.27, 0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1];[-1, -1, -1, -1, -1, 0, 1, 1, 1];2020-07-15;Московская область;Одинцово;озерная форель;[0.64, 0.64, 0.57, 0.54, 0.5, 0.44, 0.48, 0.5, 0.54];[0.78, 0.73, 0.66, 0.61, 0.56, 0.54, 0.59, 0.58, 0.63]
[13, 14, 14, 13, 13, 17, 15, 14, 13];[14.75, 16, 16.75, 17.875, 19, 18.875, 18.625, 17.625, 14.625];[17, 19, 20, 23, 24, 21, 22, 20, 17];[3.75, 3.625, 2.75, 2.5, 1.75, 1.625, 2.375, 2, 4.25];['З', 'З', 'СЗ', 'СЗ', 'З', 'СЗ', 'СЗ', 'ЮЗ', 'З'];[13, 10, 9, 8, 6, 5, 9, 8, 15];"[""['пасмурно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']"", ""['пасмурно', 'небольшой дождь']"", ""['облачно']"", ""['ясно']"", ""['пасмурно']"", ""['облачно', 'дождь', 'гроза']"", ""['облачно', 'дождь', 'гроза']"", ""['пасмурно', 'небольшой дождь']""]";[733, 740, 744, 746, 743, 742, 740, 737, 737];[740, 744, 746, 747, 746, 743, 742, 740, 740];[0.90625, 0.8025, 0.75875, 0.71375, 0.6575, 0.7012499999999999, 0.8475, 0.85, 0.8];[0.625, 1.125, 1.125, 1.375, 1.875, 0.625, 1.375, 1.375, 0.5];[0.19, 0.12, 0.06, 0.02, 0, 0.01, 0.04, 0.1, 0.18];[-1, -1, -1, -1, 0, 1, 1, 1, 1];2020-07-16;Московская область;Одинцово;озерная форель;[0.64, 0.57, 0.54, 0.5, 0.44, 0.48, 0.5, 0.54, 0.65];[0.73, 0.66, 0.61, 0.56, 0.54, 0.59, 0.58, 0.63, 0.71]
